"lista","directorio","secuencia_p","orden","clase","dominio","mes","estrato1","sex","age","p6050","p6090","p6100","p6210","p6210s1","p6240","oficio","p6426","relab","p6500","p6510","p6510s1","p6510s2","p6545","p6545s1","p6545s2","p6580","p6580s1","p6580s2","p6585s1","p6585s1a1","p6585s1a2","p6585s2","p6585s2a1","p6585s2a2","p6585s3","p6585s3a1","p6585s3a2","p6585s4","p6585s4a1","p6585s4a2","p6590","p6590s1","p6600","p6600s1","p6610","p6610s1","p6620","p6620s1","p6630s1","p6630s1a1","p6630s2","p6630s2a1","p6630s3","p6630s3a1","p6630s4","p6630s4a1","p6630s6","p6630s6a1","p6750","p6760","p550","hoursWorkUsual","p6870","p6920","p7040","hoursWorkActualSecondJob","p7050","p7070","p7090","p7110","p7120","p7140s1","p7140s2","p7150","p7160","p7495","p7500s1","p7500s1a1","p7500s2","p7500s2a1","p7500s3","p7500s3a1","p7505","p7510s1","p7510s1a1","p7510s2","p7510s2a1","p7510s3","p7510s3a1","p7510s5","p7510s5a1","p7510s6","p7510s6a1","p7510s7","p7510s7a1","pet","impa","isa","ie","iof1","iof2","iof3h","iof3i","iof6","cclasnr2","cclasnr3","cclasnr4","cclasnr6","cclasnr7","cclasnr8","cclasnr11","impaes","isaes","iees","iof1es","iof2es","iof3hes","iof3ies","iof6es","ingtotob","ingtotes","ingtot","fex_c","depto","fex_dpto","fweight","maxEducLevel","college","regSalud","cotPension","wap","ocu","dsi","pea","totalHoursWorked","formal","informal","cuentaPropia","microEmpresa","sizeFirm","y_salary_m","y_salary_m_hu","y_ingLab_m","y_horasExtras_m","y_especie_m","y_vivienda_m","y_otros_m","y_auxilioAliment_m","y_auxilioTransp_m","y_subFamiliar_m","y_subEducativo_m","y_primas_m","y_bonificaciones_m","y_primaServicios_m","y_primaNavidad_m","y_primaVacaciones_m","y_viaticos_m","y_accidentes_m","y_salarySec_m","y_ingLab_m_ha","y_gananciaNeta_m","y_gananciaNetaAgro_m","y_gananciaIndep_m","y_gananciaIndep_m_hu","y_total_m","y_total_m_ha"
57,4514351,1,1,1,"BOGOTA",1,2,0,54,1,1,3,4,8,1,79,120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,1,NA,66,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1500000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,NA,1500000,241.981809536919,11,241.981809536919,242,5,0,3,2,1,1,0,1,66,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,NA,1500000,5303.0302734375,1500000,5303.0302734375
59,4514352,1,2,1,"BOGOTA",1,2,1,36,3,1,3,5,11,4,37,36,1,3e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,10000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,16,2,2,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,3e+05,0,10000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310000,NA,310000,258.629844712917,11,258.629844712917,259,6,1,3,2,1,1,0,1,16,0,1,0,1,2,3e+05,4375,3e+05,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375,NA,NA,NA,NA,3e+05,4375
60,4514353,1,1,1,"BOGOTA",1,2,0,53,1,1,1,4,8,4,56,120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,1,NA,40,1,2,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,60000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,60000,201.182391770539,11,201.182391770539,201,5,0,1,2,1,1,0,1,40,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,60000,350,60000,350
61,4514353,1,2,1,"BOGOTA",1,2,0,19,3,1,1,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,120000,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,201.182391770539,11,201.182391770539,201,7,0,1,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,4514354,1,2,1,"BOGOTA",1,2,0,33,2,1,1,6,3,1,39,24,1,1500000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,29000,2,2,0,NA,2,0,2,0,2,0,2,0,1,750000,2,0,2,0,2,0,2,0,NA,NA,NA,48,4,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1591500,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1591500,NA,1591500,200.904627094488,11,200.904627094488,201,7,0,1,1,1,1,0,1,48,1,0,0,0,3,1500000,7291.66650390625,1591500,NA,NA,NA,NA,NA,NA,29000,NA,NA,NA,750000,NA,NA,NA,NA,NA,7736.45849609375,NA,NA,NA,NA,1591500,7736.45849609375
65,4514354,1,1,1,"BOGOTA",1,2,1,38,1,1,1,5,11,1,37,96,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,1,1,29000,2,2,0,NA,2,0,2,0,2,0,2,0,1,350000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,795883.666666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795883.666666667,NA,795883.666666667,200.904627094488,11,200.904627094488,201,6,1,1,1,1,1,0,1,48,1,0,0,0,5,737717,3586.12426757812,795883.6875,NA,NA,NA,NA,NA,0,29000,NA,NA,NA,350000,NA,NA,NA,NA,NA,3868.87915039062,NA,NA,NA,NA,795883.6875,3868.87915039062
68,4514356,1,1,1,"BOGOTA",1,2,0,30,1,1,3,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,1,5e+05,2,0,2,0,2,0,2,0,2,0,1,NA,NA,NA,0,0,41666.6666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41666.6666666667,NA,41666.6666666667,439.371261026438,11,439.371261026438,439,7,0,3,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,4514357,1,2,1,"BOGOTA",1,2,1,51,2,1,1,5,11,1,93,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,48,1,2,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,NA,0,70000,70000,243.471239664797,11,243.471239664797,243,6,1,1,2,1,1,0,1,48,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,4514357,1,1,1,"BOGOTA",1,2,0,51,1,1,1,5,11,1,55,72,1,1e+06,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,1,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,1e+06,2,0,2,0,2,0,2,0,NA,NA,NA,45,7,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1083333.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083333.33333333,NA,1083333.33333333,243.471239664797,11,243.471239664797,243,6,1,1,1,1,1,0,1,45,1,0,0,0,4,1e+06,5185.18505859375,1083333.375,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1e+06,NA,NA,NA,NA,NA,5617.2841796875,NA,NA,NA,NA,1083333.375,5617.2841796875
77,4514359,1,1,1,"BOGOTA",1,2,1,43,1,1,1,6,3,1,21,24,1,3500000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,1600000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,180000,1,0,1,3633333.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3633333.33333333,NA,3633333.33333333,144.946604279989,11,144.946604279989,145,7,0,1,1,1,1,0,1,48,1,0,0,0,5,3500000,17013.888671875,3633333.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600000,NA,NA,NA,NA,NA,17662.037109375,NA,NA,NA,NA,3633333.25,17662.037109375
78,4514359,1,4,1,"BOGOTA",1,2,1,20,3,1,1,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,144.946604279989,11,144.946604279989,145,7,0,1,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,4514359,1,2,1,"BOGOTA",1,2,0,43,2,2,NA,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,1500000,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,144.946604279989,11,144.946604279989,145,7,0,NA,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,4514360,1,2,1,"BOGOTA",1,2,1,47,2,1,1,5,11,1,98,204,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300000,1,NA,70,1,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1300000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300000,NA,1300000,254.121161167727,11,254.121161167727,254,6,1,1,1,1,1,0,1,70,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300000,NA,1300000,4333.33349609375,1300000,4333.33349609375
84,4514360,1,1,1,"BOGOTA",1,2,0,41,1,1,2,5,11,1,32,48,2,1400000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,1,60000,2,2,0,NA,2,0,2,0,2,0,2,0,1,1400000,1,0,1,0,2,0,2,0,NA,NA,NA,40,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,1659806.66666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659806.66666667,NA,1659806.66666667,254.121161167727,11,254.121161167727,254,6,1,2,1,1,1,0,1,40,1,0,0,0,5,1400000,8166.66650390625,1659806.625,NA,NA,NA,NA,NA,83140,60000,NA,NA,NA,1400000,0,0,NA,NA,NA,9682.205078125,NA,NA,NA,NA,1659806.625,9682.205078125
87,4514361,1,2,1,"BOGOTA",1,2,0,31,3,1,1,5,11,1,97,24,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,1,1,60000,2,2,0,NA,2,0,2,0,2,0,2,0,1,350000,2,0,2,0,2,0,2,0,NA,NA,NA,48,5,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,826883.666666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826883.666666667,NA,826883.666666667,288.196672672141,11,288.196672672141,288,6,1,1,1,1,1,0,1,48,1,0,0,0,4,737717,3586.12426757812,826883.6875,NA,NA,NA,NA,NA,0,60000,NA,NA,NA,350000,NA,NA,NA,NA,NA,4019.57348632812,NA,NA,NA,NA,826883.6875,4019.57348632812
88,4514361,1,3,1,"BOGOTA",1,2,1,36,9,1,1,4,8,1,98,156,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,1,1,56000,2,2,0,NA,2,0,2,0,2,0,2,0,1,35000,1,350000,2,0,2,0,2,0,NA,NA,NA,48,5,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,825800.333333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825800.333333333,NA,825800.333333333,288.196672672141,11,288.196672672141,288,5,0,1,1,1,1,0,1,48,1,0,0,0,4,737717,3586.12426757812,825800.375,NA,NA,NA,NA,NA,0,56000,NA,NA,NA,35000,350000,NA,NA,NA,NA,4014.30737304688,NA,NA,NA,NA,825800.375,4014.30737304688
95,4514363,2,1,1,"BOGOTA",1,2,0,50,1,1,1,5,11,4,55,108,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,1,28000,2,2,0,NA,2,0,2,0,2,0,2,0,1,737717,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,910333.416666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910333.416666667,NA,910333.416666667,234.707409371681,11,234.707409371681,235,6,1,1,1,1,1,0,1,48,1,0,0,0,5,737717,3586.12426757812,910333.4375,NA,NA,NA,NA,NA,83140,28000,NA,NA,NA,737717,NA,NA,NA,NA,NA,4425.23193359375,NA,NA,NA,NA,910333.4375,4425.23193359375
96,4514364,1,2,1,"BOGOTA",1,2,0,42,2,1,1,5,11,1,54,12,3,9e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,87000,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,8e+05,1,4e+05,2,0,2,0,2,0,NA,NA,NA,48,1,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1087000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087000,NA,1087000,330.763285242449,11,330.763285242449,331,6,1,1,1,1,1,0,1,48,1,0,0,1,1,9e+05,4375,1087000,NA,NA,NA,NA,NA,87000,NA,NA,NA,NA,8e+05,4e+05,NA,NA,NA,NA,5284.02783203125,NA,NA,NA,NA,1087000,5284.02783203125
98,4514364,1,1,1,"BOGOTA",1,2,1,45,1,1,1,3,5,1,98,70,1,1500000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,45,4,1,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1500000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,NA,1500000,330.763285242449,11,330.763285242449,331,4,0,1,1,1,1,0,1,45,1,0,0,0,3,1500000,7777.77783203125,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7777.77783203125,NA,NA,NA,NA,1500000,7777.77783203125
99,4514364,1,3,1,"BOGOTA",1,2,1,20,3,1,1,6,2,1,95,4,1,786000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,60,9,1,2,NA,NA,0,2,NA,NA,2,1,1,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,786000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786000,NA,786000,330.763285242449,11,330.763285242449,331,7,0,1,1,1,1,0,1,60,1,0,0,0,5,786000,3056.66674804688,786000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056.66674804688,NA,NA,NA,NA,786000,3056.66674804688
100,4514365,1,1,1,"BOGOTA",1,2,1,49,1,1,1,5,11,1,58,36,1,1200000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,NA,NA,NA,48,5,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,1283140,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283140,NA,1283140,263.1506421975,11,263.1506421975,263,6,1,1,1,1,1,0,1,48,1,0,0,0,4,1200000,5833.33349609375,1283140,NA,NA,NA,NA,NA,83140,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6237.486328125,NA,NA,NA,NA,1283140,6237.486328125
102,4514366,1,1,1,"BOGOTA",1,2,0,47,1,2,NA,5,10,4,55,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,1,NA,9,1,2,2,NA,NA,0,1,1,1,2,1,1,1,1,2,0,2,0,1,1e+05,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,2e+05,0,NA,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,NA,3e+05,337.736755040595,11,337.736755040595,338,6,1,NA,2,1,1,0,1,9,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,NA,2e+05,5185.18505859375,2e+05,5185.18505859375
103,4514367,1,2,1,"BOGOTA",1,2,0,23,5,2,NA,5,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,247.124525678539,11,247.124525678539,247,6,1,NA,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,4514367,1,1,1,"BOGOTA",1,2,1,24,1,1,3,5,11,1,98,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850000,1,NA,60,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,850000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850000,NA,850000,247.124525678539,11,247.124525678539,247,6,1,3,2,1,1,0,1,60,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850000,NA,850000,3305.5556640625,850000,3305.5556640625
106,4514368,1,2,1,"BOGOTA",1,2,1,27,3,1,1,6,1,1,33,12,1,1200000,1,0,1,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,6e+05,2,0,2,0,2,0,2,0,NA,NA,NA,42,9,1,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1333140,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333140,NA,1333140,254.687742271476,11,254.687742271476,255,7,0,1,1,1,1,0,1,42,1,0,0,0,5,1200000,6666.66650390625,1333140,0,NA,NA,NA,NA,83140,NA,NA,NA,NA,6e+05,NA,NA,NA,NA,NA,7406.33349609375,NA,NA,NA,NA,1333140,7406.33349609375
108,4514369,1,3,1,"BOGOTA",1,2,0,24,3,1,1,6,7,6,30,12,1,2300000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,1800000,2,0,2,0,2,0,2,0,NA,NA,NA,40,7,1,1,NA,4,6e+05,1,2,2,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,2450000,6e+05,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3050000,NA,3050000,131.653021505745,11,131.653021505745,132,7,0,1,1,1,1,0,1,40,1,0,0,0,4,2300000,13416.6669921875,3050000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,NA,NA,NA,NA,6e+05,17791.666015625,NA,NA,NA,NA,3050000,17791.666015625
109,4514369,1,1,1,"BOGOTA",1,2,0,47,1,1,1,6,8,1,19,3,1,1700000,1,4e+05,2,2,0,NA,2,0,NA,2,0,NA,1,150000,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,4e+05,2,0,2,0,2,0,2,0,NA,NA,NA,84,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,1e+06,1,2283333.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2283333.33333333,NA,2283333.33333333,131.653021505745,11,131.653021505745,132,7,0,1,1,1,1,0,1,84,1,0,0,0,5,1700000,4722.22216796875,2283333.25,4e+05,NA,NA,NA,NA,150000,NA,NA,NA,NA,4e+05,NA,NA,NA,NA,NA,6342.59228515625,NA,NA,NA,NA,2283333.25,6342.59228515625
110,4514369,1,2,1,"BOGOTA",1,2,1,55,2,1,1,4,9,1,83,360,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,1,NA,48,1,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1800000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,NA,1800000,131.653021505745,11,131.653021505745,132,5,0,1,1,1,1,0,1,48,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,NA,1800000,8750,1800000,8750
